Product_id,Stall_no,instock_date,Market_Category,Customer_name,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
NKCE7PZPRVFVEXNW,33,25:21.0,443,Adira,No ,Pet_care,0,38,0,198,10,3946,5750,5038.222875
NKCEBKWHGV6VDZBS,42,45:29.0,60,Legend,No ,Fashion,3,43,0,384,15,267,632,828.831312
BRAE9TBZECJFUSBF,5,21:35.0,149,Sherlyn,Yes,Home_decor,0,87,0,239,10,7416,9326,8494.265472
NKCEA5FHN9UWZEH9,17,54:51.0,103,Bryar,Yes,Technology,1,11,0,593,8,5954,8481,7815.488373
MNGEJPRAZHS5ZZGA,17,09:39.0,11,Kairi,Yes,Organic,3,10,1,124,7,963,1247,184.4470535
DRPEHYHE9ZXNVZFD,3,20:28.0,14,Evey,Yes,Home_decor,0,79,0,252,16,3980,5464,4931.7444
CRGE5D38Y762HXPE,37,08:56.0,403,Kaya,Yes,Child_care,0,85,0,273,7,2541,,3275.276928
SHOEJWAYZBFHTGBS,29,56:18.0,70,Zeus,No ,Organic,2,15,0,118,9,1147,2788,2087.061273
WATDP5NHCGSBNZZY,47,56:08.0,39,Dillon,Yes,Educational,3,83,1,140,8,9738,15666,1900.063334
CBKEJ5PZWGGSBBSC,28,09:46.0,61,Mauricio,Yes,Hospitality,2,60,0,233,9,9525,13000,11246.7631
RNGE7M928JSR2PZY,33,08:18.0,11,Mavis,No ,Repair,3,93,0,258,8,586,809,942.292736
PBXE6E6YZDFXY4Y4,41,56:29.0,14,Arwa,Yes,Cosmetics,0,93,0,254,,6841,9129,8131.377408
SCHE6QAQMZH4ZYZZ,37,20:49.0,70,Lark,Yes,Organic,2,81,0,115,9,1192,2868,2115.915648
NKCE25HGP4FM3YGM,10,37:24.0,162,Jerrell,No ,Hospitality,1,47,0,241,10,9704,14211,12132.31306
TOPEGGE4Y6KAKG8G,6,09:22.0,452,Darius,Yes,Fashion,0,27,0,362,11,4350,5901,5479.40715
ABQEJ7YQTNQGMXZV,5,13:05.0,443,Graham,Yes,Repair,0,88,,294,6,4005,5506,4979.59616
NKCEFUJPQ8SW7PES,46,23:34.0,23,Magaly,Yes,Child_care,2,82,0,268,9,2692,10927,6981.625728
SNDEHZKZPNKYDYZE,1,54:55.0,452,Samirah,Yes,Educational,0,94,0,147,14,3456,4924,4280.332672
RNGEFP2X2PRDAQPZ,24,13:25.0,441,Brooks,Yes,Educational,2,87,0,101,12,3354,4760,4102.924672
CRTECN2QU9FYCMKU,29,31:27.0,23,Landrie,No ,Technology,2,27,0,558,17,4428,10564,8046.57315
RNGEDAK7ZJ3GXRGU,47,15:41.0,447,Neriah,Yes,Hospitality,0,18,0,308,5,5324,7130,6537.456189
SKIEG5AFJHKZ6KYN,24,04:54.0,63,Morgan,Yes,Repair,1,60,0,,1,4061,10251,7285.0338
SHOE92ZZVRNZHNSB,49,58:16.0,235,Eliana,Yes,Cosmetics,2,55,0,262,14,3096,5774,4673.109456
TSHEE3MZY7KCMDVV,36,55:26.0,3,Ajdin,No ,Organic,0,72,0,136,8,3199,5093,4242.4668
TSREG25AX3TQJZ3K,41,47:00.0,38,Inessa,Yes,Cosmetics,3,81,0,200,17,3723,9468,6708.693376
RNGDTBQUCHJXGHJ8,3,21:33.0,52,Ruth,Yes,Pet_care,2,99,0,185,4,5912,,6986.681856
SHIE7DJ6GN2KBECB,29,14:44.0,443,Jayde,Yes,Pet_care,0,87,1,151,1,6631,9415,1208.562432
CRTECN2QZHB5H9ZG,4,25:52.0,3,Shiv,Yes,Cosmetics,0,75,0,221,12,2083,3133,2803.8087
BKPEGXYVWNVFFGHZ,44,55:43.0,268,Cyler,No ,Repair,2,51,0,234,2,2146,4208,3389.805504
NKCEASCZ8EVWGPBZ,21,04:37.0,50,Daelyn,No ,Educational,0,86,0,126,15,898,1697,1404.92352
RNGE96Y3GVM4MYVK,36,56:37.0,65,Kaloni,Yes,Fashion,2,83,0,395,14,4321,9104,7014.41664
MUGECEVFKRPQN87Q,21,31:38.0,14,Harleen,Yes,Hospitality,0,79,0,217,12,2766,3965,3550.6746
NKCE7PZPHYKX3QXY,21,28:01.0,3,Kolbe,No ,Home_decor,0,27,0,265,12,2205,3158,2942.3457
SNDEGQ7MXZHZDFET,39,34:26.0,70,Lynden,No ,Hospitality,2,97,0,292,14,2073,2788,2686.64704
NKCEBKWHJE7TWABZ,22,05:51.0,446,Mykayla,No ,Child_care,0,90,1,342,7,4575,6650,880.8942912
NKCDZHF7EZVQ8BUZ,17,24:08.0,65,,Yes,Hospitality,2,47,0,345,5,2285,3932,3432.93768
BRAE7KQVU8Z2TVVS,4,31:40.0,1,Dayanna,No ,Fashion,0,92,1,354,16,725,2085,260.3832
WATEBD3FJNXFXSBH,44,58:16.0,320,Isabelle,Yes,Organic,0,79,0,114,8,1739,,3235.8348
TFHECQNYAPQ2FCHE,47,48:39.0,188,Jadalyn,Yes,Educational,0,44,1,149,5,2422,5001,575.6461344
ACBEGNRDC8MDNRCW,21,53:23.0,30,Jenicka,Yes,Organic,0,89,0,115,7,1948,3610,2854.24832
CAGE5PHYMTKW2GGR,49,12:32.0,58,Jaclynn,No ,Educational,1,25,1,169,10,4026,5870,766.3717688
BRAEAR7W79EXRGKM,3,23:46.0,23,Truman,No ,Pet_care,2,82,0,164,2,1146,3566,2484.175232
TOPE7W4CTCPJXDDC,46,20:08.0,24,Marcos,No ,Organic,0,24,1,149,6,3685,5283,693.6151163
NKCDYPDS8THDBS7K,28,53:50.0,447,Railyn,Yes,Repair,0,100,0,210,7,5326,,7906.029775
WATEBH9BTJXD8UVV,39,15:21.0,14,Lucy,No ,Home_decor,0,98,0,274,16,3254,4275,3986.278912
RNGEAM4NNDFEFXGE,41,04:47.0,103,Kaidence,No ,Pet_care,1,12,0,166,5,7280,11489,9554.234481
BRAEDSGAEC85ASFT,20,33:08.0,403,Leroy,Yes,Fashion,0,61,0,375,12,2208,3478,3189.1959
BKPEGZCC4ATUZ2TQ,43,16:46.0,73,Cameren,No ,Hospitality,0,87,0,207,11,2691,3935,3472.899584
PACED7HVHJQHDZQC,47,31:46.0,452,Glen,Yes,Technology,0,93,0,501,14,2891,4104,3945.75104
BBAEHWDDQZRB8BY3,30,40:07.0,137,Oswald,Yes,Fashion,0,77,0,358,16,3645,6486,5377.284
SHIE9J6ZRMDMGTF9,13,25:15.0,113,Melania,No ,Home_decor,0,19,0,229,12,1481,4956,3451.014864
BRAEBCY3NAPXYDJR,1,36:21.0,450,Carver,Yes,Educational,0,86,0,124,17,755,2915,1933.865472
MUGEAGGKTJMC9FZB,44,21:09.0,3,Morris,No ,Repair,0,76,0,259,,1403,3006,2439.954
NKCEBZNZ3QY6KYZ8,26,30:27.0,104,Jenevieve,No ,Cosmetics,0,27,0,282,13,1155,2847,2279.886
BRAE7DRSPHX2WNCU,41,36:09.0,445,Sapphire,Yes,Home_decor,0,79,0,240,10,3509,5432,4667.8203
JCKEDSH2YMYDYNDF,6,56:42.0,78,Arlan,No ,Educational,2,88,0,121,14,3086,4991,4105.17184
ACBEGNTVH7QYGJZU,39,20:39.0,235,Natalie,No ,Organic,2,23,0,108,7,2954,4905,4030.149375
SNDE56UUKGHHWFGF,26,05:14.0,275,Karmello,Yes,Technology,0,47,0,531,7,1983,3186,3097.359216
PCSE98DZGXUN5KSW,16,59:28.0,358,Shrey,Yes,Organic,3,29,0,124,7,6701,21763,14330.0451
SHIEY382DC3J6MBU,31,24:08.0,58,,No ,Home_decor,1,54,0,,17,3139,4000,3813.009552
NKCE5YA9SPZ2RTBH,14,31:58.0,152,Rush,Yes,Educational,0,80,0,105,15,1416,2076,1811.91355
BRAEDSKCWEGTHHYV,7,31:51.0,452,Blythe,Yes,Repair,0,10,0,280,7,5966,8160,7347.205206
PAEE8NUTTVUFHACZ,22,58:08.0,204,Findley,Yes,Fashion,0,10,0,396,14,3819,8868,6747.705162
CRTECN2QSDV5BZ8T,14,33:20.0,358,Joah,No ,Fashion,3,81,0,382,14,2648,15304,9235.633792
PBXE9GF9BRSCSGVV,18,05:55.0,450,Renesmae,No ,Technology,0,16,0,627,10,1233,5531,4011.978762
CRTECN2QZMZWZGGY,44,27:56.0,445,Kambree,No ,Organic,0,91,0,127,5,2564,4260,3489.723776
CRTECN2QWDZFQESG,33,27:45.0,24,Teo,Yes,Child_care,0,73,0,290,11,3453,4752,4353.0399
ACCEJ6BRYHZVTDGF,46,10:20.0,162,Gannon,Yes,Hospitality,1,49,1,311,12,4791,6905,918.9836208
WATEYAP36PGRZFU3,32,40:21.0,58,Lucus,Yes,Educational,0,41,0,160,14,7741,9972,8971.11504
SHIDYZAYRM4KKJGR,43,25:16.0,65,Selma,Yes,Pet_care,2,89,0,148,3,2484,4481,3579.245824
NKCECC6EY68FVVNF,5,32:44.0,358,Taven,No ,Pet_care,3,97,0,129,5,2855,8541,5745.90016
NKCEAX7HJGPZ84KZ,29,08:54.0,3,Kiptyn,No ,Cosmetics,0,79,1,290,13,1281,2913,354.874905
BRAE8EHTVDGHZ64T,38,32:42.0,358,Zyon,Yes,Repair,3,87,0,263,1,2693,8970,6007.310848
DKOEGVQFA2Y6ZBE8,5,46:41.0,450,Aleiah,No ,Home_decor,0,43,1,213,13,2295,4925,570.4789176
SHOEGYDBGXNWFRJA,46,10:03.0,3,Tony,Yes,Fashion,0,76,0,373,14,3330,4483,4242.1203
DREEHFD5BE5DGMSG,4,23:51.0,186,Kaliya,No ,Fashion,0,39,0,383,12,3307,6100,5079.40965
RNGE8RDFZZAPBPKB,13,31:36.0,63,Ameer,No ,Technology,1,95,0,484,6,9599,13613,11922.76378
RNGEDAQDHZPJHK73,15,40:34.0,23,Menno,No ,Child_care,2,77,0,266,5,2051,8995,5733.8424
MUGE9ZVGGRKZBUUA,15,33:15.0,461,Jolee,No ,Repair,0,25,0,216,3,1635,3760,2907.024225
NKCEAKKRQGFDH5Q9,33,54:02.0,447,Shalom,No ,Organic,0,33,0,149,5,3934,8663,6434.523375
MUGEBFGFM3GRXXKW,45,28:43.0,57,Mariajose,No ,Organic,0,27,0,144,8,835,4343,2728.232325
SCHE4YSTZEGKDGF8,5,18:45.0,115,Kaelin,No ,Hospitality,0,17,1,253,12,2084,3242,437.836212
NKCE57RNSUMMAQCT,36,05:54.0,65,Usman,Yes,Fashion,2,21,0,361,12,3549,5158,4707.9207
SHIE8WYNTGEU8JDA,18,27:45.0,65,Devorah,Yes,Home_decor,0,71,0,217,10,1530,2880,2399.958
PCSDY5AFZYUTHYZX,12,35:27.0,24,Zakhi,Yes,Educational,0,38,0,163,12,6969,10011,8641.532025
NKCEFERXGVDZDERS,2,56:48.0,443,Jareth,Yes,Pet_care,0,66,0,187,3,7358,9196,8381.8152
MUGEB7J7RZDRUQH9,11,23:34.0,58,Keeley,No ,Fashion,0,16,0,361,17,3013,4384,4065.383421
NKCDYTPJHF8ZCYQC,36,19:57.0,198,Sariya,No ,Cosmetics,0,44,0,208,,2522,3236,3071.247408
WATE4CG2AQAGWGSF,44,15:21.0,9,Paisley,Yes,Repair,3,61,0,229,1,3568,12265,8064.8271
PBXE9YWGS6S6HCQF,5,28:22.0,294,Jaheem,No ,Home_decor,2,41,0,252,14,1206,4596,3136.854816
PBXECQNWHFJT9HNH,25,07:41.0,456,Vaishnavi,Yes,Hospitality,0,80,0,260,5,3548,7583,5697.1437
BRAEDQDFZ2VBSSHZ,48,36:08.0,23,Lorena,No ,Technology,2,59,0,562,5,754,3256,2551.5648
NKCE5YA9TWAJGE2W,15,25:15.0,138,Eliott,Yes,Pet_care,0,29,0,193,11,2008,3237,2811.33405
JUMEGDXRQ6T5PNY8,7,57:42.0,205,Naomie,No ,Organic,0,53,1,144,7,3139,4035,556.4423304
BRAEA64BEBJJA2RP,6,48:47.0,70,Margo,Yes,Technology,2,44,0,467,7,1137,2499,2271.637872
PSRE2K36QU4U5HBC,17,54:03.0,23,Ronen,No ,Cosmetics,2,49,0,234,,2518,10248,6582.89808
NKCE5QPM4TFY2QBW,29,56:35.0,58,Jansen,Yes,Cosmetics,0,33,0,213,13,6941,9248,8297.22495
CRTECN2QZ5BPGNFM,18,21:27.0,211,Carys,No ,Educational,0,59,0,162,11,619,993,962.689104
PBXE6JCKFHDZBZYQ,27,55:23.0,105,Dakarai,Yes,Educational,0,94,0,168,11,487,1338,1065.9264
CRTECN2QXPXD8ZAU,8,26:36.0,14,Zylen,Yes,Home_decor,0,21,0,212,12,3418,4502,4166.308125
PTPE5WB8Z2C6YYCQ,6,26:04.0,165,,No ,Home_decor,0,72,0,298,10,1891,,2703.6207
BRAEGJFXSUDSP8H3,33,03:21.0,224,Damoni,Yes,Educational,0,48,1,167,9,1915,7766,746.9676144
PCSEE4H5QCZPBWHC,14,49:19.0,0,Wilbur,Yes,Pet_care,0,36,0,198,7,5740,11586,8844.89235
ACCE6DZC3FYVKWHK,28,08:07.0,358,Jana,No ,Repair,3,28,0,203,9,3906,13874,9078.2475
PTGEGUPKRM4ARQFJ,47,27:25.0,27,Dolly,Yes,Home_decor,0,25,0,208,11,4075,6919,5696.772375
NKCE4PZ6QRJGJHJH,36,56:49.0,452,Uzziah,No ,Repair,2,11,0,230,4,6203,8140,7403.629563
NKCEF9GTUQ8YGUNX,47,25:52.0,358,Winona,No ,Organic,3,95,0,144,9,2854,9819,6392.79872
BRAE3TSHYYHHMDRN,6,36:29.0,100,Caius,Yes,Cosmetics,0,41,0,249,17,1619,3378,2734.1388
AIRED9YGJWG2GXUK,10,10:25.0,1,Jensen,Yes,Repair,0,81,0,218,8,2079,5269,3838.852864
ACCEGUYANPHVDGNK,8,12:16.0,23,Nikolas,Yes,Pet_care,1,9,0,135,6,3161,7509,5472.65268
NKCE77RVZGZBCAD8,25,09:29.0,124,Zackariah,No ,Pet_care,0,50,1,122,4,2270,2882,402.2634312
CRTECN2QXFVVG5ET,2,59:49.0,358,Jariah,Yes,Educational,3,62,0,129,13,2064,14327,8251.7985
CAGE9ABAHPZ5QTWD,19,54:11.0,93,Carlisle,Yes,Hospitality,2,72,0,303,7,2597,5947,4532.2101
SHOEHXHV4SZCQB65,22,33:05.0,452,Aaryan,Yes,Repair,0,43,0,206,9,2660,3763,3398.499504
NKCDY8S8GPZEFQFC,27,21:16.0,65,Braylin,Yes,Fashion,2,9,0,398,11,2363,4457,3811.368825
ACCEGZ6BWVQYWWDB,20,38:25.0,358,Greg,No ,Hospitality,3,37,0,259,11,2570,11431,7249.032
ACCEGJ6KADZTTH3T,43,19:58.0,118,Tennessee,Yes,Pet_care,0,51,0,188,10,1514,8478,5155.7904
CRTECN2QYRZDFBTB,42,19:46.0,186,Paetyn,No ,Home_decor,0,23,0,272,10,2749,3810,3545.89305
PCSEE2FECQ7EEKZF,24,21:34.0,94,Broc,Yes,Fashion,0,33,0,388,12,5095,10291,8070.004425
MNKDZSMXADGFZD3C,36,24:04.0,57,Jaron,Yes,Technology,0,33,0,599,5,827,4629,3320.0391
SFFEHTGHZGMHTZA7,27,59:10.0,58,Kyia,No ,Child_care,0,31,0,330,16,6231,8795,7835.38245
SNDE3NWJBWJXJ6ZV,9,57:04.0,113,Nicco,Yes,Fashion,0,100,0,373,17,2035,6838,4708.6566
FABEHZJADZCW6FXT,18,36:24.0,62,Janey,No ,Educational,0,89,0,107,12,1430,7352,4438.422912
WATEDBVHQ6AJX7N9,27,15:21.0,17,Nathaniel,No ,Fashion,0,11,0,351,15,9029,12734,11247.69512
TSHEGWZHWNF3WTPR,22,36:19.0,3,Santana,Yes,Repair,0,63,0,241,8,1140,2043,1815.4323
PCSEC86V8PEY3TAW,44,22:35.0,186,Medha,Yes,Home_decor,0,49,1,249,15,7131,9826,1302.642389
NKCE38HBCXG56W8V,4,57:42.0,14,Ramone,Yes,Repair,0,16,0,262,5,3100,4396,4011.468813
NKCE7ZNJDG4VNNFG,14,54:48.0,188,Fiorella,Yes,Cosmetics,0,96,0,238,17,4489,6323,5571.784064
PBXE92ZYYZDEZDXZ,35,29:28.0,23,Alizah,No ,Cosmetics,2,50,0,296,16,2055,7555,5075.994384
NKCEDHHPHWD9JCGA,2,06:28.0,93,Raelin,No ,Repair,2,16,1,236,6,1294,4214,448.7026253
SBEEH3QGYGHFUEXN,3,30:21.0,301,William,No ,Pet_care,0,31,0,139,9,2274,3802,3171.780675
MNKE79DWUUQVSBZF,26,22:53.0,151,Niyah,No ,Pet_care,1,3,0,,4,339,916,792.670725
SGLEGBV7HZZGTJTF,10,43:17.0,58,Ahsan,Yes,Pet_care,0,83,0,165,8,5809,7328,6641.712
BRAEBADVMBA59K3P,26,13:36.0,443,Jadon,Yes,Hospitality,0,40,0,300,11,5713,,7020.9524
CLTEHE9FJRKY7HKR,11,13:25.0,294,August,Yes,Organic,2,53,0,143,7,2523,6022,4390.211664
SCHE4YSTCB92H59Z,34,22:04.0,452,Elimelech,Yes,Hospitality,0,80,0,276,5,3611,5254,4604.7288
CBRE24GEGUHRSZAQ,4,54:20.0,60,Inayah,Yes,Child_care,3,40,0,297,8,195,1072,910.062275
NKCEFMKXST56ATVF,3,53:59.0,103,Kemari,No ,Organic,0,41,0,101,,,14328,11985.96571
SGLEGGG3PBR9XMDF,35,02:50.0,116,Mariely,No ,Organic,0,19,0,138,7,4449,6216,5473.682577
SNDE3VT3MMFHKD4Z,1,58:15.0,151,Kayzlee,Yes,Home_decor,0,83,0,219,15,2476,14188,8440.1856
BRAEDQEERYSR3RU3,3,36:50.0,24,Teagan,No ,Cosmetics,0,41,0,276,12,6328,8910,7853.553504
SOCEJPT5FMWQKHV2,1,21:38.0,141,Braylee,Yes,Cosmetics,0,28,0,279,16,4081,4998,4813.6956
PCSEAKVB5CUYYDCP,14,10:55.0,231,Reyli,Yes,Hospitality,2,49,1,262,7,6616,9789,1262.40457
SWSEH7ZZ6EYGH7T2,35,39:21.0,98,Ellieanna,No ,Technology,0,20,0,526,8,1036,2591,2288.278625
SUIEB772NQ8UHFWG,36,09:21.0,55,Charisma,Yes,Fashion,0,6,0,365,12,3828,5418,4993.050645
BRAE2NF6TGZHV9ZZ,9,26:08.0,23,Carson,No ,Cosmetics,2,66,0,219,14,1733,8057,5069.6415
RTREA7E5WGGNH7UR,2,56:49.0,152,Baruch,No ,Repair,0,19,0,233,5,7986,10843,9651.244779
WATE8E8PGC6SARZG,47,24:15.0,106,Ellasyn,Yes,Pet_care,0,78,0,103,4,747,7427,4149.7137
SHOECBN4QGZECV6F,46,02:58.0,3,Carlos,Yes,Pet_care,0,93,0,100,8,2233,3930,3138.120832
PCSE76X4QXVW9KG9,49,46:52.0,24,Jameria,Yes,Home_decor,0,56,1,275,17,6442,8919,1187.634182
SGLEJJ6W6ZAHVPWA,46,02:44.0,268,Omega,Yes,Organic,0,26,0,138,5,2299,3428,2995.422675
ACCE5H2YFHX6HFTU,34,29:48.0,152,Aziel,Yes,Fashion,0,37,0,359,11,1901,2850,2730.267225
WATDWBHRGZQZQAFZ,27,02:09.0,60,Jamell,Yes,Hospitality,3,73,0,263,10,237,2606,1669.0608
CRTECN2QUCRC6GWA,8,23:34.0,441,Luca,Yes,Educational,0,85,0,150,7,3304,4604,4047.632512
ACCE6P3CAUF6GFEW,9,08:56.0,423,Blaise,Yes,Hospitality,0,33,0,240,5,4931,9202,7291.754925
ACCEAHRF4CYDEGGB,45,00:46.0,55,Mairead,Yes,Repair,0,30,0,234,4,2531,5173,4077.32115
SNDEGQ7HHJBEQXAM,16,56:20.0,14,Pavel,No ,Fashion,0,5,0,389,12,3462,4589,4418.888067
TSHEHU5RQPQCKAD9,45,09:37.0,141,Quincy,Yes,Repair,0,52,0,269,,3953,5451,4942.454544
NKCE4VA4KTPKY7E5,15,55:45.0,188,Ainhoa,Yes,Hospitality,0,66,0,275,12,1900,3847,3120.4305
CAGE8X8XYH7TCUBF,43,12:45.0,3,Eimy,Yes,Hospitality,0,45,1,312,7,1271,4014,440.614404
PTLEH3DFKNJRHR94,27,56:04.0,452,Umar,No ,Repair,0,20,0,219,5,2662,3750,3349.5015
RNGE7M92HYNHNAYS,36,12:45.0,198,Stefan,Yes,Organic,2,70,0,132,6,4673,6150,5491.2825
CRTECN2QZNJG3SGV,23,25:25.0,152,Jaren,Yes,Repair,0,43,0,299,4,,2074,2102.189328
BKPEGUJHT7JGMGUQ,16,51:55.0,58,Conlan,No ,Cosmetics,0,86,0,214,13,4871,6545,5844.036352
NKCE2W3WMZYFWMRP,15,29:48.0,205,Alaynah,Yes,Educational,0,47,0,129,6,2242,3402,2933.792784
BRAEBCY3PVYHYSTG,39,31:36.0,447,Alvaro,Yes,Educational,0,89,0,163,11,5812,7854,6902.669312
CAGE8TQ8ZBEZQERG,39,05:38.0,24,Donny,No ,Technology,0,60,0,639,9,3909,5932,5438.741575
PCSEC86VAJBD6BVX,41,41:47.0,94,Dawud,No ,Child_care,2,65,0,325,17,1574,10773,6443.9001
PCSEE4H584BM2R72,41,00:43.0,23,Makeda,Yes,Organic,2,61,0,149,7,1899,4501,3317.7276
MUGEAGGKHEM6SGPP,27,26:04.0,65,Damir,Yes,Educational,2,30,0,118,16,2705,4458,3695.966925
SHOE4QFHZWCZGCMB,44,26:21.0,55,Jones,No ,Pet_care,0,77,0,195,3,1251,3417,2504.403
BRAE3TSHSGHYS8HD,41,12:10.0,437,Aanya,Yes,Technology,0,25,0,496,6,7213,9802,8986.0785
NKCEFMKXRPRZAZKK,18,54:10.0,188,Delani,Yes,Repair,0,76,0,250,3,4399,6581,5684.2335
VAREGUMXHVBZYZ7K,35,52:26.0,358,Elouise,No ,Repair,3,77,0,296,9,2164,12826,7719.7725
RTRDETBCPG9XNHUY,17,09:34.0,43,Rihaan,Yes,Educational,2,10,0,162,7,231,4580,2568.923082
CRTECN2QZKYVAKTZ,39,32:40.0,58,Donnell,No ,Cosmetics,1,56,0,200,16,2787,4111,3631.131072
CRTECN2QW3BAVYFG,46,22:59.0,443,Venus,Yes,Repair,0,81,0,288,,3731,4942,4558.764672
RNGE7Z9NKQU2CEVJ,37,21:45.0,3,Sara,Yes,Educational,0,79,0,130,11,2357,3570,3065.7924
MUGE9WYRNFEG66S2,48,27:58.0,119,Jamila,No ,Organic,2,65,0,130,7,,1565,1345.7664
TUNE77HWAG2MK4QB,47,44:34.0,24,Matthieu,Yes,Organic,0,64,0,133,9,6667,10607,8689.9923
MUGEACY8QGGEP9E7,9,25:00.0,452,Aeris,Yes,Child_care,0,14,0,283,8,2978,3886,3717.378225
DREEJ3V5R9GQJNSY,29,12:41.0,441,Kyle,Yes,Cosmetics,2,24,0,216,15,3574,4648,4322.337075
NKCDZK5DNMVQHGWH,26,25:36.0,165,Leann,No ,Child_care,0,97,0,302,10,1767,2745,2523.392256
WATDG9F7KNFKTDCF,18,54:00.0,294,Keylor,Yes,Technology,2,87,0,483,8,1971,5801,4309.151616
PTPEFMRKEBETGVNM,32,25:15.0,124,Jeancarlos,Yes,Hospitality,0,35,0,297,8,3118,4386,4041.87
PBXEACG2UYPXGRYD,19,43:10.0,124,Corvin,Yes,Repair,0,4,0,210,6,2858,3871,3576.162348
NKCED8FXMJQYJJTP,36,19:03.0,451,Raelynne,Yes,Child_care,0,4,0,345,10,9368,12702,11389.9009
ACCEAZCVX4EZAQHZ,7,13:51.0,460,Yousef,Yes,Home_decor,3,59,0,256,11,858,1946,1648.918944
WATE67FBBHGKMYF8,48,51:52.0,58,Inna,No ,Home_decor,0,83,0,277,16,6193,7977,7267.163904
NKCE9Q93CMQD3FUG,47,18:36.0,115,Breccan,Yes,Child_care,0,96,0,341,9,1237,1679,1774.385536
BRAEDUXKP5AK3JZN,34,36:19.0,283,Lucie,Yes,Repair,2,60,0,207,2,1826,2886,
PACE7RRFT47PZGPU,46,25:21.0,100,Adrian,Yes,Cosmetics,0,12,0,290,17,,3922,3225.157452
NKCEB3PRFEV5BERA,49,30:05.0,3,Calleigh,Yes,Fashion,0,97,0,374,13,2161,2955,2893.061248
TOPEEEPVGBBUCHFH,7,21:33.0,448,Ayla,Yes,Home_decor,0,1,0,219,16,4242,6748,5722.217721
BOTEA8TGKVHDTSNW,25,36:13.0,205,Julietta,No ,Repair,0,23,0,209,7,2434,,3057.83625
BRAEGJFXW54GVEFH,30,41:05.0,35,Illyana,No ,Technology,0,8,0,479,11,2116,2935,3006.979272
PTPE2GJQXEWHGZEK,46,21:17.0,55,Daylin,No ,Repair,0,37,0,259,9,2215,3075,2899.11405
TOPEBF3XZXYGUTST,14,48:25.0,55,Ruthie,Yes,Cosmetics,0,24,0,266,15,1237,2853,2308.284825
DBLEDTF3F7B8AGUZ,37,19:50.0,452,Jackelin,No ,Organic,0,64,0,114,8,5821,7028,6478.2036
SGLEJVK2HYHA4F46,2,31:10.0,14,Marielle,Yes,Technology,0,19,0,615,16,2989,4068,4148.735085
SNDEY8PHWKQCADZD,40,03:23.0,416,Jediah,Yes,Educational,2,10,0,149,14,4289,11754,8180.911827
NKCE3HG8WGXGA6JD,41,30:27.0,57,Evolet,Yes,Pet_care,0,22,0,107,11,2095,5181,3739.6275
BDSEJTHGGZH3HSJF,4,20:39.0,268,Adrian,No ,Pet_care,2,27,0,158,3,1850,4707,3428.8863
DREEHDPFSHXPKPBR,21,20:43.0,65,Frederick,Yes,Organic,2,30,0,140,6,4320,5966,5272.874775
PYJEGYHUETSHGVMW,31,49:24.0,458,Zayvian,No ,Home_decor,0,70,0,240,12,6178,9019,7769.1438
WATDNAUBP94U2VZE,36,45:36.0,90,Liani,Yes,Repair,0,34,0,252,3,795,2203,1747.071375
BRAEGC7RVCPDHYKP,45,54:54.0,137,Yeison,No ,Hospitality,0,91,0,330,12,3217,8623,6166.99776
LJGEATZRSSYWGWRQ,49,45:42.0,14,Seriyah,No ,Educational,0,8,0,161,6,4301,5736,5181.991749
BRAEADGMYB8K8YRP,36,21:35.0,24,Yazmin,No ,Fashion,0,20,0,362,12,6188,9056,7813.304125
BBAEGG6DGZUDGSQW,6,11:13.0,23,Edith,Yes,Child_care,2,18,0,334,5,6450,13452,10288.951
NKCE49ATNPFHH5N4,12,21:05.0,1,Rio,No ,Fashion,0,67,0,361,15,372,4078,2563.4466
TOPE3UPGVATFRPWM,44,36:12.0,451,Westyn,Yes,Child_care,0,12,0,310,12,3780,4966,4687.781175
PCSE62VYGKSQGKHF,7,03:18.0,137,Areej,Yes,Cosmetics,0,46,1,265,12,11347,14752,1986.727046
TOPE8PBFSKVGFFYS,19,03:11.0,358,Maybree,Yes,Technology,3,10,0,631,6,1526,14768,8782.011711
RTREA4CEAZ3VPNHK,47,55:12.0,100,Greenlee,Yes,Home_decor,0,59,0,280,12,1936,8325,5381.993376
CAGE6FZQGPYPGFHB,29,56:53.0,14,Wilfredo,Yes,Organic,0,92,0,113,8,6641,8796,7724.807552
SNDEHZH4S5GKC2ZU,23,09:56.0,186,Ezri,Yes,Technology,2,18,1,620,6,2177,2862,471.1043849
CNDECQTUZGSAH2DH,11,54:24.0,320,Raider,No ,Technology,0,83,0,582,15,3920,11345,8107.49632
SOCEGZA52GBGXWYB,34,12:07.0,437,Case,Yes,Repair,0,34,0,265,8,4523,6517,5774.94645
PCSE4TF4HYNWURSH,14,23:09.0,94,Homer,Yes,Child_care,2,73,1,271,15,5203,12014,1320.522885
BRAEAR7W3CQPHFMK,31,36:12.0,358,Wesson,Yes,Technology,3,77,0,575,15,7805,11828,10302.1578
RTRE8GKF2CUJ2GNN,48,17:30.0,450,Luqman,Yes,Pet_care,0,91,1,199,3,1388,4888,493.4810496
CGNEHDTY5D2YSNVH,23,19:13.0,24,Levin,No ,Repair,0,8,0,284,9,6028,7671,7138.946034
